� teste-gde
Data;Hora;Chave;Valor;
2021-03-01;14:07:59;Silo 04;0;                                  
2021-03-01;14:07:59;Betume;0;                                   
2021-03-01;14:08:00;Total Inova;0;                              
2021-03-01;14:08:00;Total Horas Inova;0;                        
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;Ano;2012;                                   
2021-03-01;14:08:00;Mes;3;                                      
2021-03-01;14:08:00;Dia;5;                                      
2021-03-01;14:08:00;Silo 01;0;                                  
2021-03-01;14:08:00;Silo 02;0;                                  
2021-03-01;14:08:00;Silo 03;0;                                  
2021-03-01;14:08:00;Silo 04;0;                                  
2021-03-01;14:08:00;Betume;0;                                   
2021-03-01;14:08:00;Total Inova;0;                              
2021-03-01;14:08:00;Total Horas Inova;0;                        
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:00;;0;                                         
2021-03-01;14:08:01;;0;                                         
2021-03-01;14:08:01;;0;                                         
2021-03-01;14:08:01;;0;                                         
2021-03-01;14:08:01;;0;                                         
2021-03-01;14:08:01;Ano;2012;                                   
2021-03-01;14:08:01;Mes;3;                                      
2021-03-01;14:08:01;Dia;5;                                      
2021-03-01;14:08:01;Silo 01;0;                                  
2021-03-01;14:08:01;Silo 02;0;                                  
2021-03-01;14:08:01;Silo 03;0;                                  
2021-03-01;14:08:01;Silo 04;0;                                  
2021-03-01;14:08:01;Betume;0;                                   
2021-03-01;14:08:01;Total Inova;0;                              
2021-03-01;14:08:01;Total Horas Inova;0;                        
2021-03-01;14:08:01;;0;                                         
2021-03-01;14:08:01;;0;                                         
2021-03-01;14:08:02;;0;                                         
2021-03-01;14:08:02;;0;                                         
2021-03-01;14:08:02;;0;                                         
2021-03-01;14:08:02;;0;                                         
2021-03-01;14:08:02;;0;                                         
2021-03-01;14:08:02;;0;                                         
2021-03-01;14:08:02;Ano;2012;                                   
2021-03-01;14:08:02;Mes;3;                                      
2021-03-01;14:08:02;Dia;5;                                      
2021-03-01;14:08:02;Silo 01;0;                                  
2021-03-01;14:08:02;Silo 02;0;                                  
2021-03-01;14:08:02;Silo 03;0;                                  
2021-03-01;14:08:02;Silo 04;0;                                  
2021-03-01;14:08:02;Betume;0;                                   
2021-03-01;14:08:02;Total Inova;0;                              
2021-03-01;14:08:02;Total Horas Inova;0;                        
2021-03-01;14:08:03;;0;                                         
2021-03-01;14:08:03;;0;                                         
2021-03-01;14:08:03;;0;                                         
2021-03-01;14:08:03;;0;                                         
